#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
49	15	629	9	17	32	0	11	405	10	35	0	14	3	483	40	0	19	12	11	2152	0
49	16	212	4	10	3	0	6	176	6	1	0	2	5	250	6	0	5	6	10	165	0
49	17	418	11	8	11	0	8	271	2	4	0	7	7	251	8	0	9	8	4	190	0
49	18	1137	17	26	33	0	27	811	14	34	0	28	18	802	30	0	30	48	19	924	0
49	19	1596	20	24	47	0	29	767	7	38	0	42	18	579	15	0	47	36	21	1657	0
49	20	476	16	22	30	0	19	224	16	28	0	42	12	466	84	0	28	13	19	1532	0
49	21	624	14	35	20	0	10	514	11	13	0	20	10	870	23	0	18	13	13	673	0
49	22	845	17	42	60	0	13	561	15	52	0	30	13	869	48	0	22	23	24	1754	0
49	23	2442	38	52	52	0	40	1582	33	57	0	61	38	1687	81	0	36	46	43	3680	0
49	24	6571	63	92	157	0	92	3485	49	152	0	135	34	3488	159	0	156	97	67	8936	0
49	25	1330	28	33	54	0	21	879	22	39	0	32	16	1360	51	0	37	26	27	2663	0
49	26	4757	79	132	129	0	95	3388	65	96	0	122	66	4133	176	0	128	90	89	5212	0
49	27	7901	88	143	122	0	100	4025	78	119	0	147	66	5136	114	0	155	122	110	7322	0
49	28	4712	65	110	143	0	70	3422	44	110	0	133	46	3711	196	0	101	86	70	7007	0
49	29	9238	122	177	207	0	127	4584	84	169	0	227	71	5870	161	0	240	139	138	7533	0
49	30	15077	214	279	415	0	216	9985	144	379	0	313	139	10851	498	0	299	242	192	25568	0
49	31	20563	234	418	457	0	299	11916	229	377	0	475	195	14890	433	0	408	329	303	20226	0
49	32	16537	207	344	307	0	273	9390	180	301	0	423	155	12975	308	0	364	260	236	13251	0
49	33	39391	530	881	801	0	558	25937	539	766	0	875	499	33044	931	0	682	651	584	49707	0
49	34	43014	594	862	933	0	726	24321	481	914	0	1122	457	29381	880	0	1018	731	599	38242	0
49	35	76478	1776	2617	1751	0	1434	64279	1833	1787	0	2112	1922	81411	1649	0	1620	1881	1754	76684	0
49	36	73569	829	1165	1357	0	975	42606	572	1185	0	1457	716	48725	955	0	1406	1032	829	60331	0
49	37	85708	1247	1722	2015	0	1269	62482	946	1836	0	1802	956	69510	1937	0	1638	1394	1277	112444	0
49	38	207364	1896	2814	3118	0	2339	117413	1371	2835	0	3274	1269	129925	2598	0	3519	2501	2122	196068	0
49	39	189070	2374	3390	3664	0	2304	136371	1663	3279	0	3294	1838	145177	3142	0	3237	2946	2538	213645	0
49	40	551143	5296	7401	8280	0	6204	325801	3484	7352	0	8316	3555	339523	5606	0	8989	7014	5577	493361	0
49	41	975060	12128	14829	16566	0	11124	740557	7024	14339	0	13600	7535	678763	9466	0	15666	15639	10918	954276	0
50	5	5	1	1	2	0	1	3	1	2	0	2	2	1	4	0	1	3	5	19	0
50	6	52	7	5	3	0	4	39	4	4	0	4	2	54	6	0	8	11	21	89	0
50	7	250	21	22	14	0	18	195	11	7	0	11	5	210	7	0	24	27	25	296	0
50	8	508	26	33	26	0	25	352	10	20	0	23	14	310	22	0	39	46	14	657	0
50	9	967	52	26	49	0	55	549	8	37	0	34	13	424	19	0	74	56	19	1320	0
50	10	14	1	1	2	0	1	7	1	1	0	1	1	7	3	0	1	2	3	21	0
50	11	20	1	4	4	0	1	17	2	4	0	2	3	32	7	0	2	1	1	108	0
50	12	79	2	6	4	0	4	85	2	3	0	6	1	157	7	0	4	2	8	198	0
50	13	340	3	9	16	0	12	237	7	9	0	8	2	239	15	0	15	7	9	607	0
50	14	425	4	12	15	0	8	269	3	13	0	13	4	287	9	0	5	9	11	712	0
50	15	1214	8	29	35	0	19	775	7	37	0	31	5	1007	28	0	28	11	23	2226	0
50	16	208	2	15	2	0	4	138	5	1	0	8	5	195	3	0	5	5	2	148	0
50	17	336	4	9	3	0	5	228	8	6	0	5	6	253	11	0	12	6	6	141	0
50	18	1034	16	36	20	0	15	695	20	27	0	39	16	790	24	0	40	43	19	770	0
50	19	1377	15	25	31	0	17	632	7	30	0	25	8	571	23	0	35	30	11	1372	0
50	20	602	20	58	47	0	23	634	29	36	0	44	35	1348	57	0	20	33	38	1197	0
50	21	793	12	42	19	0	16	608	18	13	0	23	12	1384	24	0	15	25	24	675	0
50	22	1331	28	54	48	0	29	1220	48	44	0	39	30	1955	59	0	47	50	47	1914	0
50	23	3932	62	97	74	0	52	2889	59	71	0	87	57	3519	89	0	66	76	59	4503	0
50	24	8804	93	154	178	0	115	5126	70	154	0	168	77	6041	141	0	152	142	116	10230	0
50	25	2243	46	85	66	0	35	1661	48	54	0	46	35	2535	56	0	50	43	69	3190	0
50	26	5611	135	199	163	0	149	4922	111	149	0	152	105	7967	163	0	138	118	141	5579	0
50	27	7382	87	181	142	0	113	4462	122	130	0	171	123	6303	108	0	129	139	152	6669	0
50	28	9469	145	250	213	0	151	8330	135	207	0	212	137	10207	225	0	191	178	171	10822	0
50	29	9091	132	226	263	0	177	5267	110	198	0	226	83	6906	182	0	238	209	187	7454	0
50	30	30914	436	717	646	0	421	23423	328	604	0	589	341	27705	559	0	542	560	531	39398	0
50	31	24549	423	695	591	0	421	18532	399	513	0	579	353	23324	474	0	546	540	473	23982	0
50	32	18546	339	552	421	0	322	14357	318	360	0	502	299	19931	367	0	394	386	346	15370	0
50	33	70472	1074	1743	1396	0	988	54900	951	1197	0	1339	882	67142	1106	0	1151	1286	1291	81113	0
50	34	53922	876	1137	1350	0	955	38952	686	1197	0	1373	727	42115	1035	0	1163	1071	889	49735	0
50	35	103085	1803	2654	2176	0	1698	78631	1751	2011	0	2414	1767	93927	1878	0	1971	2029	1852	101142	0
50	36	78115	1009	1459	1517	0	1143	54281	816	1405	0	1629	775	58417	1138	0	1529	1229	1007	73046	0
50	37	164942	2376	3339	3551	0	2131	138646	1495	3160	0	2827	1768	139181	2622	0	2737	3004	2387	203816	0
50	38	276380	2945	4081	4713	0	3201	180420	2000	4195	0	4156	1968	183314	3249	0	4356	3920	2945	286058	0
50	39	342819	4308	5564	5902	0	4119	250801	2695	5529	0	5308	2881	248266	4202	0	5556	5327	4039	347038	0
50	40	519953	4732	6129	7465	0	5875	285579	2907	6625	0	7826	2961	282964	5037	0	8491	6079	4433	443380	0
50	41	592218	6899	8530	9884	0	6711	421923	4042	8875	0	8476	4382	385419	6298	0	9429	9050	5941	587823	0
51	2	1	1	1	1	12	1	1	1	1	9	1	1	1	1	12	1	1	1	1	13
51	5	12	1	2	2	0	1	3	1	1	0	2	1	9	1	0	1	1	4	29	0
51	6	68	8	7	2	0	3	46	5	2	0	5	4	72	4	0	4	11	23	105	0
51	7	251	14	19	20	0	16	215	9	16	0	19	9	191	12	0	25	28	17	304	0
51	8	482	22	30	32	0	32	362	7	19	0	21	14	273	31	0	41	33	26	711	0
51	9	926	26	29	42	0	60	534	7	34	0	38	18	356	15	0	64	62	21	1133	0
51	10	2	1	1	4	0	2	1	1	2	0	2	1	5	8	0	2	1	1	32	0
51	11	17	2	1	8	0	1	13	2	4	0	1	2	18	10	0	4	2	2	222	0
51	12	61	2	2	4	0	5	62	3	4	0	10	1	82	16	0	4	3	5	307	0
51	13	243	3	4	16	0	11	161	4	13	0	11	2	135	20	0	5	5	1	639	0
51	14	346	2	14	16	0	7	211	6	14	0	6	6	238	9	0	7	8	5	669	0
51	15	718	10	20	42	0	9	447	13	24	0	18	5	480	45	0	15	12	7	1829	0
51	16	181	8	14	2	0	3	148	8	1	0	8	6	214	3	0	5	7	7	92	0
51	17	394	4	12	4	0	4	286	2	6	0	10	3	277	5	0	8	10	6	167	0
51	18	1007	22	36	24	0	15	740	10	24	0	32	13	758	34	0	25	26	23	784	0
51	19	1470	15	15	46	0	31	657	12	21	0	30	12	561	12	0	46	35	11	1394	0
51	20	611	19	46	52	0	19	406	23	34	0	36	24	731	66	0	26	22	15	1682	0
51	21	737	13	28	15	0	14	586	9	11	0	20	10	953	15	0	14	14	26	623	0
51	22	1093	22	44	48	0	24	866	23	45	0	38	19	1202	76	0	37	27	28	2084	0
51	23	3350	45	95	74	0	60	2223	32	71	0	89	35	2383	102	0	53	58	52	4397	0
51	24	6742	71	100	148	0	82	3926	57	126	0	133	66	3871	180	0	153	105	78	8830	0
51	25	1201	28	40	47	0	16	838	20	33	0	32	14	1437	36	0	22	29	37	1883	0
51	26	5574	115	181	149	0	90	4124	71	131	0	148	59	5702	161	0	137	119	116	6032	0
51	27	7618	89	167	137	0	104	3942	100	112	0	165	82	5324	107	0	153	118	115	6840	0
51	28	7186	122	147	190	0	118	5383	54	177	0	166	81	5974	204	0	124	138	99	9806	0
51	29	9230	126	221	225	0	140	4766	112	198	0	226	86	6427	173	0	250	178	135	7256	0
51	30	19743	273	400	463	0	266	13577	219	403	0	394	187	15069	492	0	373	328	282	27325	0
51	31	23367	322	520	512	0	379	14936	311	536	0	573	273	18842	477	0	487	447	393	22988	0
51	32	19204	287	483	397	0	323	11913	211	375	0	453	235	17064	359	0	445	362	293	15376	0
51	33	51689	787	1354	995	0	694	36772	750	890	0	1101	729	46044	896	0	872	949	853	58423	0
51	34	51320	840	1062	1264	0	892	33426	546	1089	0	1312	690	38928	1068	0	1230	946	822	47899	0
51	35	93356	1889	2816	2024	0	1668	73794	1808	1914	0	2421	1936	92716	1706	0	1805	2097	1851	89075	0
51	36	76707	910	1334	1492	0	1180	47999	720	1295	0	1647	734	54122	1071	0	1586	1172	977	66453	0
51	37	119668	1655	2321	2750	0	1523	92150	1176	2344	0	2295	1251	98048	2185	0	2218	2073	1706	150265	0
51	38	255934	2485	3562	4009	0	2844	147506	1691	3484	0	4066	1661	160912	2873	0	4119	3147	2624	243092	0
51	39	324790	4546	5962	6403	0	3938	268178	2792	5554	0	5127	3178	257152	4707	0	5463	5951	4514	368392	0
51	40	624527	6462	8281	10232	0	6765	381407	3845	8613	0	8804	4027	376580	6193	0	10360	7987	5970	595272	0
51	41	623935	7505	8792	9856	0	6830	443048	4099	8572	0	8604	4471	413872	5664	0	9876	9299	6511	570141	0
52	2	1	1	1	1	33	1	1	1	1	28	1	1	1	1	25	1	1	1	1	36
52	5	12	1	2	3	0	2	3	1	1	0	1	1	6	3	0	3	1	5	28	0
52	6	75	7	12	3	0	4	45	6	3	0	1	2	72	6	0	5	13	20	155	0
52	7	280	19	26	13	0	11	245	9	11	0	16	10	223	19	0	27	36	24	363	0
52	8	473	28	24	20	0	46	369	13	30	0	33	12	276	21	0	45	43	20	804	0
52	9	916	44	29	36	0	62	507	8	37	0	25	7	306	19	0	47	57	11	1128	0
52	10	3	1	1	2	0	1	2	1	2	0	1	1	4	5	0	1	1	3	36	0
52	11	19	2	2	11	0	1	10	1	2	0	1	1	11	6	0	3	1	1	217	0
52	12	66	3	3	3	0	3	59	1	3	0	6	3	72	11	0	1	2	4	342	0
52	13	195	3	3	19	0	7	144	2	13	0	7	6	108	22	0	8	5	3	661	0
52	14	308	1	9	12	0	9	187	2	6	0	14	3	212	11	0	5	13	3	645	0
52	15	532	6	20	24	0	5	315	3	21	0	18	6	367	41	0	8	16	12	1566	0
52	16	182	3	13	4	0	6	156	5	1	0	8	5	225	4	0	3	5	4	99	0
52	17	470	11	16	3	0	9	297	8	3	0	11	6	261	9	0	6	8	7	182	0
52	18	1118	23	42	31	0	23	758	12	20	0	25	22	816	31	0	43	34	22	944	0
52	19	1577	15	14	49	0	17	751	9	41	0	23	8	640	20	0	40	24	7	1500	0
52	20	590	14	47	51	0	21	399	20	33	0	27	21	686	95	0	28	18	23	1739	0
52	21	676	4	33	20	0	10	551	11	7	0	17	6	899	21	0	17	8	18	622	0
52	22	1062	23	31	41	0	24	829	19	45	0	37	20	1058	71	0	27	29	18	2200	0
52	23	3219	45	68	85	0	61	2050	50	84	0	84	41	2308	108	0	63	51	56	4500	0
52	24	6170	73	90	157	0	86	3374	54	122	0	125	50	3483	143	0	140	95	73	8089	0
52	25	882	22	35	31	0	15	663	10	40	0	32	13	1171	56	0	23	29	24	1347	0
52	26	5529	87	150	129	0	101	3851	81	131	0	138	55	5151	177	0	137	107	106	6302	0
52	27	7792	85	153	126	0	94	3875	87	115	0	144	83	5175	123	0	130	122	114	6700	0
52	28	6636	76	146	181	0	95	4874	65	181	0	144	68	5455	216	0	115	94	85	9918	0
52	29	9495	122	192	258	0	167	4797	98	192	0	233	72	6567	169	0	253	180	134	7694	0
52	30	15922	212	378	380	0	225	10638	182	320	0	339	172	12030	481	0	308	247	245	23140	0
52	31	22500	329	521	492	0	367	14057	265	445	0	544	255	17342	443	0	488	369	388	22809	0
52	32	19508	268	459	390	0	292	11164	210	322	0	436	189	15747	312	0	414	292	254	15372	0
52	33	44086	685	1071	862	0	594	30120	657	827	0	1019	588	39188	895	0	779	767	772	49958	0
52	34	50578	815	963	1224	0	880	31198	551	1085	0	1269	602	35788	997	0	1142	918	792	46985	0
52	35	90812	2034	2968	2045	0	1770	79286	2129	1969	0	2506	2137	98925	1693	0	1940	2337	1995	84601	0
52	36	78958	999	1356	1486	0	1198	48221	665	1379	0	1666	673	53310	1186	0	1590	1226	1041	67865	0
52	37	99687	1443	2010	2275	0	1375	76194	1048	2098	0	1966	1083	82200	1963	0	1860	1674	1412	125527	0
52	38	228986	2145	3103	3425	0	2531	126722	1454	3124	0	3723	1382	140408	2709	0	3575	2710	2263	210958	0
52	39	242410	3318	4372	4764	0	2874	186498	2023	4209	0	4285	2373	187711	3727	0	4124	4182	3143	273972	0
52	40	614678	6330	8273	9941	0	6521	387726	3882	8351	0	9079	4145	382694	6324	0	9977	8218	6122	585563	0
52	41	774916	9694	11558	13016	0	8535	569835	5282	10825	0	10739	5667	523639	7259	0	12071	12176	8165	747365	0
53	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
53	5	3	1	2	2	0	2	3	1	3	0	2	1	4	6	0	2	2	7	21	0
53	6	78	4	9	4	0	1	43	3	6	0	9	2	62	5	0	6	9	15	127	0
53	7	272	19	19	20	0	18	230	8	8	0	15	7	191	21	0	43	23	32	371	0
53	8	472	28	19	24	0	35	375	10	30	0	21	9	255	22	0	29	46	15	818	0
53	9	833	25	25	36	0	47	491	9	30	0	29	8	273	21	0	49	67	17	1024	0
53	10	1	1	1	2	0	1	1	1	3	0	1	1	4	6	0	2	1	1	34	0
53	11	16	3	1	3	0	1	8	2	2	0	2	1	16	15	0	1	4	1	254	0
53	12	92	3	4	5	0	3	56	4	8	0	4	2	63	8	0	1	3	1	321	0
53	13	192	3	4	17	0	5	163	5	15	0	6	3	137	25	0	5	7	3	794	0
53	14	291	5	12	17	0	4	175	7	16	0	4	4	230	6	0	5	5	11	686	0
53	15	499	13	13	17	0	1	283	8	14	0	16	5	315	50	0	9	12	10	1377	0
53	16	221	6	10	1	0	4	147	1	2	0	8	5	271	2	0	3	5	2	78	0
53	17	438	4	11	13	0	9	243	8	8	0	11	7	266	9	0	9	12	8	193	0
53	18	1076	24	31	40	0	18	703	15	30	0	31	21	799	35	0	45	37	23	915	0
53	19	1527	14	22	37	0	23	743	12	44	0	29	9	608	25	0	46	31	13	1460	0
53	20	572	16	30	39	0	14	356	26	39	0	36	15	664	77	0	25	22	24	1891	0
53	21	686	15	23	17	0	16	533	10	13	0	15	7	861	22	0	10	16	9	673	0
53	22	1121	19	28	43	0	33	814	16	50	0	31	23	1077	58	0	23	20	25	2242	0
53	23	3317	49	85	82	0	53	2010	44	67	0	88	38	2205	109	0	62	68	50	4750	0
53	24	5617	72	101	160	0	65	3173	37	116	0	118	53	3266	144	0	130	113	68	7764	0
53	25	820	22	57	24	0	14	536	11	44	0	23	14	1127	32	0	25	26	31	1152	0
53	26	5737	82	144	144	0	84	3968	70	137	0	150	68	5131	162	0	129	118	107	6749	0
53	27	7479	96	124	110	0	106	3721	81	108	0	156	61	5016	125	0	145	113	119	6476	0
53	28	6840	103	142	175	0	82	5017	65	174	0	145	71	5459	207	0	134	113	88	10655	0
53	29	9664	124	190	228	0	149	4707	80	184	0	273	94	6552	181	0	261	180	153	7949	0
53	30	14061	204	296	344	0	191	9335	151	328	0	332	137	11078	401	0	291	226	213	20848	0
53	31	22567	326	498	491	0	362	13525	280	485	0	488	242	16911	458	0	495	357	347	23013	0
53	32	18677	218	402	373	0	317	10973	208	334	0	452	198	14945	311	0	400	312	286	15817	0
53	33	41727	680	1031	803	0	563	27528	574	711	0	976	576	37465	789	0	728	682	668	46828	0
53	34	50411	770	1008	1211	0	869	30827	508	1190	0	1293	600	34796	1131	0	1264	955	753	48605	0
53	35	94089	2239	3303	2066	0	1876	84188	2143	2066	0	2715	2371	105585	1838	0	1895	2420	2198	86361	0
53	36	80711	938	1327	1562	0	1200	48690	698	1465	0	1671	728	53778	1217	0	1674	1208	1031	70420	0
53	37	95172	1394	1937	2359	0	1427	73092	1023	1959	0	2075	1049	79700	1903	0	1818	1641	1467	120685	0
53	38	213713	1893	2859	3237	0	2462	118023	1335	2887	0	3449	1280	129886	2494	0	3450	2622	2202	196860	0
53	39	210933	2827	3690	4181	0	2559	158962	1844	3735	0	3770	1958	162701	3408	0	3690	3509	2862	241953	0
53	40	555511	5282	7315	8303	0	6195	332691	3525	7361	0	8049	3434	340174	5621	0	9031	7126	5480	512149	0
53	41	886144	10733	13046	14823	0	10027	658738	6120	12741	0	12050	6579	602049	8443	0	13876	14048	9643	875622	0
54	5	8	2	1	1	0	1	4	2	2	0	2	1	6	3	0	2	1	5	35	0
54	6	75	9	10	1	0	4	50	5	4	0	6	3	87	7	0	7	8	22	129	0
54	7	289	31	30	14	0	19	263	9	10	0	13	12	198	13	0	33	30	26	371	0
54	8	559	33	33	23	0	46	410	8	24	0	24	17	274	24	0	50	56	12	800	0
54	9	694	30	16	47	0	45	408	10	26	0	24	8	260	14	0	45	47	13	857	0
54	10	3	1	1	2	0	2	2	1	1	0	2	1	3	3	0	1	1	1	41	0
54	11	14	1	3	5	0	1	14	1	3	0	1	1	10	19	0	1	1	1	286	0
54	12	56	2	3	12	0	2	45	1	5	0	1	2	62	7	0	2	1	4	301	0
54	13	212	3	3	12	0	6	178	5	13	0	6	2	132	24	0	3	5	6	852	0
54	14	337	7	16	16	0	8	230	11	15	0	12	5	209	12	0	10	7	5	718	0
54	15	382	9	26	13	0	6	251	11	20	0	11	3	259	34	0	10	9	9	1258	0
54	16	177	3	14	2	0	3	155	4	2	0	7	1	225	2	0	4	6	2	87	0
54	17	434	7	13	4	0	5	310	4	3	0	16	5	288	8	0	15	8	10	192	0
54	18	1063	22	41	23	0	33	725	21	23	0	42	17	796	33	0	36	33	13	919	0
54	19	1458	10	19	28	0	24	688	10	31	0	30	15	632	19	0	39	37	8	1509	0
54	20	603	20	29	45	0	16	366	25	26	0	46	24	651	75	0	25	15	31	1932	0
54	21	683	9	28	18	0	16	552	13	16	0	14	13	871	24	0	8	9	16	717	0
54	22	1285	20	32	64	0	19	884	15	48	0	37	10	1144	77	0	24	29	25	2413	0
54	23	3365	43	85	89	0	56	2141	37	76	0	80	55	2272	122	0	60	47	49	4943	0
54	24	3496	41	50	87	0	49	2050	29	74	0	85	28	2114	110	0	66	50	50	5481	0
54	25	2688	36	73	99	0	46	1378	36	66	0	71	30	2027	60	0	87	64	56	2730	0
54	26	5814	104	147	171	0	95	4010	89	143	0	142	52	5309	187	0	136	119	88	7107	0
54	27	7083	72	158	129	0	92	3627	91	116	0	166	55	4869	124	0	147	101	89	6326	0
54	28	7243	99	127	196	0	90	5209	67	192	0	155	77	5982	261	0	140	118	90	11308	0
54	29	10014	134	224	234	0	183	4907	102	211	0	248	84	6464	165	0	259	171	156	8044	0
54	30	13274	194	273	351	0	190	9010	153	300	0	339	155	10394	348	0	279	201	191	19503	0
54	31	22856	333	457	520	0	367	13950	270	463	0	525	251	16962	482	0	456	370	341	23750	0
54	32	18736	270	440	382	0	302	11145	213	363	0	470	200	15140	354	0	425	314	276	15919	0
54	33	40236	594	1060	746	0	560	26840	613	703	0	944	592	37196	819	0	706	636	661	45092	0
54	34	52753	774	1055	1230	0	971	32093	579	1191	0	1322	602	36186	1116	0	1263	907	790	51503	0
54	35	97743	2481	3378	2206	0	2053	90199	2452	2186	0	2829	2486	113481	1991	0	2059	2502	2256	87626	0
54	36	82675	1051	1378	1657	0	1291	50612	723	1586	0	1727	748	54843	1221	0	1743	1362	1021	72973	0
54	37	90633	1395	1928	2322	0	1349	71363	1017	1930	0	1867	1100	77865	1895	0	1755	1678	1419	114768	0
54	38	212467	1912	2755	3263	0	2382	116455	1314	2785	0	3500	1299	127751	2492	0	3494	2507	2049	194877	0
54	39	201377	2670	3754	4113	0	2461	152697	1740	3537	0	3584	1875	155957	3325	0	3558	3342	2734	231078	0
54	40	531499	5063	6976	7792	0	5734	311223	3267	6941	0	7715	3330	320928	5271	0	8694	6533	5057	483669	0
54	41	920265	11041	13698	15591	0	10220	683148	6317	13393	0	12282	6821	622114	8735	0	14508	14365	9954	913024	0
55	2	1	1	1	1	2	1	1	1	1	0	1	1	1	1	0	1	1	1	1	2
55	5	12	2	2	5	0	1	4	1	1	0	3	1	3	4	0	1	1	8	32	0
55	6	91	9	14	7	0	5	52	11	3	0	3	2	74	7	0	6	15	28	129	0
55	7	350	29	25	25	0	25	304	13	12	0	19	7	224	11	0	34	43	29	415	0
55	8	583	40	25	39	0	45	511	10	30	0	20	9	300	29	0	49	48	19	1000	0
55	9	672	42	22	37	0	51	442	9	26	0	25	12	280	22	0	56	41	12	895	0
55	10	4	3	1	3	0	2	5	1	4	0	1	1	2	2	0	1	2	1	38	0
55	11	18	2	1	10	0	1	21	1	4	0	1	1	14	6	0	3	1	1	275	0
55	12	63	2	4	6	0	4	39	2	2	0	3	3	61	16	0	1	4	3	359	0
55	13	227	2	7	14	0	5	176	3	15	0	9	3	133	30	0	4	7	2	957	0
55	14	378	7	13	15	0	12	235	7	14	0	12	5	262	14	0	7	9	6	770	0
55	15	329	4	18	24	0	5	231	8	12	0	13	4	264	30	0	10	7	6	1053	0
55	16	203	8	10	2	0	5	155	5	3	0	6	4	265	5	0	4	5	8	82	0
55	17	455	8	8	5	0	10	306	3	5	0	10	11	329	8	0	11	13	10	204	0
55	18	1156	25	42	38	0	28	794	21	29	0	38	13	812	37	0	33	31	19	1030	0
55	19	1516	20	24	44	0	29	733	10	34	0	35	13	699	23	0	59	37	17	1604	0
55	20	620	17	37	53	0	16	400	19	38	0	49	12	694	73	0	25	13	17	2009	0
55	21	749	24	23	23	0	17	526	20	14	0	19	9	914	23	0	14	12	19	723	0
55	22	1348	22	39	61	0	29	940	20	66	0	29	14	1140	74	0	23	27	19	2647	0
55	23	3476	47	82	89	0	57	2309	51	113	0	86	34	2527	110	0	56	49	51	5316	0
55	24	3279	41	49	88	0	48	2039	37	61	0	79	33	2046	85	0	66	52	35	5159	0
55	25	2775	53	89	84	0	52	1494	46	95	0	80	28	2177	65	0	95	69	56	2662	0
55	26	6259	95	163	162	0	98	4443	79	140	0	177	66	5494	208	0	134	137	99	7410	0
55	27	7321	89	157	136	0	106	3686	102	125	0	164	69	4976	108	0	154	138	98	6382	0
55	28	7890	99	158	208	0	130	5698	71	201	0	161	65	6180	255	0	138	105	103	12442	0
55	29	10384	120	200	219	0	168	5175	122	186	0	259	105	6877	196	0	280	182	159	8536	0
55	30	13072	176	323	352	0	182	8678	164	275	0	275	153	10512	323	0	273	219	200	18379	0
55	31	23690	332	496	570	0	375	14378	277	456	0	535	228	17718	530	0	505	407	360	24715	0
55	32	19749	307	442	410	0	296	12139	230	387	0	466	189	15680	373	0	404	345	310	16978	0
55	33	40312	588	1073	733	0	577	26547	623	708	0	987	537	37231	797	0	689	664	638	43826	0
55	34	55086	813	1151	1356	0	972	33855	633	1267	0	1452	635	38201	1153	0	1327	1060	886	54546	0
55	35	103649	2525	3718	2277	0	2244	96866	2668	2389	0	3059	2550	119884	2020	0	2202	2648	2476	90279	0
55	36	86306	1104	1472	1823	0	1318	52490	749	1529	0	1808	787	56731	1244	0	1789	1337	1041	76612	0
55	37	93129	1446	2047	2312	0	1449	73930	1054	1996	0	2033	1098	80137	1833	0	1820	1687	1424	116523	0
55	38	210737	1913	2804	3172	0	2282	114380	1361	2767	0	3264	1257	125135	2335	0	3461	2449	2010	192740	0
55	39	199160	2731	3545	4018	0	2475	152069	1725	3630	0	3565	1872	154361	3273	0	3557	3408	2566	229398	0
55	40	519533	4847	6775	7840	0	5757	300161	3149	6576	0	7427	3160	312129	5156	0	8389	6422	5050	470568	0
55	41	919481	11292	13379	15622	0	10068	679927	6263	13217	0	12289	6713	619611	8813	0	14388	14267	9906	914975	0
56	2	1	1	1	1	5	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2
56	5	8	1	1	3	0	1	3	1	1	0	3	1	5	2	0	2	2	5	29	0
56	6	96	7	14	2	0	4	46	6	5	0	3	3	55	7	0	12	14	27	155	0
56	7	346	15	21	17	0	35	294	8	12	0	16	12	199	12	0	43	47	28	417	0
56	8	607	26	15	33	0	50	448	9	39	0	24	6	233	30	0	34	43	15	1006	0
56	9	554	29	17	29	0	38	385	9	34	0	17	15	209	8	0	48	34	8	705	0
56	10	10	1	1	2	0	1	1	1	3	0	1	1	5	3	0	2	2	1	44	0
56	11	11	1	2	6	0	1	9	1	3	0	4	1	17	15	0	1	1	2	275	0
56	12	58	2	5	9	0	4	47	1	7	0	4	3	55	17	0	2	1	4	333	0
56	13	255	3	6	20	0	10	216	3	10	0	5	3	131	21	0	3	3	6	1003	0
56	14	361	7	10	18	0	6	213	6	11	0	12	4	260	20	0	5	4	9	769	0
56	15	307	2	17	26	0	2	192	8	15	0	11	5	224	25	0	6	9	6	920	0
56	16	167	6	18	1	0	7	166	3	3	0	10	4	244	5	0	7	7	6	94	0
56	17	481	4	21	7	0	10	312	8	3	0	16	9	303	14	0	13	9	6	192	0
56	18	1161	24	38	33	0	33	800	20	44	0	32	12	871	34	0	47	35	22	1085	0
56	19	1530	15	18	45	0	22	654	17	32	0	26	11	683	21	0	42	25	15	1466	0
56	20	710	25	36	42	0	27	442	23	42	0	35	16	816	99	0	18	25	27	2090	0
56	21	760	14	33	18	0	11	539	14	19	0	26	11	868	23	0	16	15	11	723	0
56	22	1385	20	32	51	0	24	966	19	54	0	50	17	1220	85	0	28	26	28	2799	0
56	23	3714	53	93	99	0	72	2351	50	95	0	101	54	2476	103	0	67	68	60	5573	0
56	24	3023	30	50	75	0	50	1924	30	84	0	66	37	1851	105	0	65	37	35	4813	0
56	25	2714	42	70	73	0	46	1491	34	63	0	91	35	2096	79	0	93	65	57	2516	0
56	26	6643	95	162	168	0	109	4646	88	123	0	163	77	5641	198	0	167	130	114	7827	0
56	27	7175	83	148	111	0	92	3636	103	126	0	170	77	4901	102	0	133	119	102	6302	0
56	28	8575	108	148	200	0	114	6135	85	220	0	185	72	6553	286	0	140	148	116	13612	0
56	29	10620	126	203	281	0	184	5313	102	227	0	260	94	6821	183	0	305	194	160	9163	0
56	30	12490	193	301	296	0	212	8367	170	272	0	306	145	10444	330	0	259	213	196	17616	0
56	31	24368	321	497	546	0	356	14785	285	512	0	538	237	18045	514	0	557	435	376	26152	0
56	32	20363	289	404	416	0	331	12358	186	388	0	477	218	15573	408	0	441	337	293	17890	0
56	33	40068	656	1082	773	0	615	27267	710	699	0	928	565	38428	773	0	710	675	710	42926	0
56	34	58138	894	1186	1464	0	1038	36019	658	1312	0	1544	661	39644	1292	0	1335	1083	881	58333	0
56	35	108763	2725	3842	2338	0	2399	104124	2893	2499	0	3215	2642	127375	2023	0	2237	2913	2494	93658	0
56	36	89305	1084	1502	1837	0	1362	55077	820	1614	0	1807	807	59084	1359	0	1847	1417	1097	80360	0
