#Pos	Phred	A->A	A->C	A->G	A->T	A->N	C->A	C->C	C->G	C->T	C->N	G->A	G->C	G->G	G->T	G->N	T->A	T->C	T->G	T->T	T->N
30	41	1125022	14816	17554	19627	0	13459	843174	8527	16927	0	15601	9034	782166	10904	0	18568	18501	12866	1083385	0
31	5	2	1	1	1	0	1	1	2	1	0	2	1	2	4	0	1	1	5	27	0
31	6	21	3	6	1	0	1	6	1	2	0	3	2	4	1	0	3	2	6	15	0
31	7	27	6	3	5	0	3	20	1	3	0	2	1	16	4	0	3	7	4	61	0
31	8	365	20	53	24	0	34	260	30	16	0	21	14	210	18	0	36	50	120	652	0
31	9	485	17	24	37	0	52	368	15	22	0	35	16	241	16	0	45	27	20	1005	0
31	10	602	28	46	45	0	51	362	16	18	0	28	13	256	13	0	62	47	42	863	0
31	11	15	1	2	3	0	1	8	1	2	0	2	1	4	1	0	3	3	1	35	0
31	12	20	1	1	2	0	1	7	1	1	0	6	2	8	3	0	1	1	1	101	0
31	13	17	1	2	4	0	3	7	2	3	0	3	2	12	3	0	2	1	2	75	0
31	14	22	2	2	10	0	1	11	3	2	0	3	1	15	4	0	2	2	4	35	0
31	15	248	6	11	14	0	8	122	5	17	0	13	5	189	23	0	10	6	9	788	0
31	16	629	7	30	22	0	18	380	21	32	0	15	2	459	37	0	22	20	19	1934	0
31	17	418	5	11	21	0	14	253	10	17	0	8	8	182	25	0	12	9	17	1244	0
31	18	1070	18	26	18	0	38	804	19	18	0	34	17	643	19	0	34	28	12	739	0
31	19	1298	14	24	31	0	27	609	12	37	0	25	6	508	22	0	52	33	15	1273	0
31	20	83	4	3	7	0	2	16	4	5	0	7	3	36	16	0	3	3	4	325	0
31	21	499	14	32	13	0	15	230	10	18	0	25	12	503	14	0	12	16	10	457	0
31	22	388	11	16	16	0	2	177	6	14	0	23	6	346	27	0	12	8	18	494	0
31	23	1036	16	36	31	0	24	657	20	18	0	43	14	891	42	0	26	12	10	1362	0
31	24	5096	44	61	135	0	66	2847	33	83	0	101	39	2569	111	0	108	90	60	5794	0
31	25	2153	23	46	95	0	26	1422	31	86	0	56	19	1808	128	0	37	30	45	6072	0
31	26	2875	52	62	53	0	51	1738	32	32	0	82	28	1965	46	0	68	58	31	1856	0
31	27	7817	92	127	194	0	98	4250	50	144	0	154	49	4634	156	0	187	104	98	9597	0
31	28	1247	24	44	44	0	26	827	21	31	0	49	18	1014	40	0	56	34	34	769	0
31	29	6428	79	109	96	0	88	3191	44	95	0	103	41	3878	55	0	151	103	82	4671	0
31	30	12971	147	208	364	0	172	8656	116	346	0	255	92	9073	479	0	237	196	166	24197	0
31	31	15243	170	246	289	0	207	8407	163	262	0	311	99	10464	217	0	315	208	191	14090	0
31	32	14478	176	245	302	0	174	7968	113	260	0	283	106	9373	264	0	281	220	198	16246	0
31	33	23815	289	487	413	0	321	14726	261	403	0	485	223	18027	421	0	440	363	382	23549	0
31	34	37377	397	533	873	0	461	20552	302	741	0	658	266	23585	783	0	757	554	419	48498	0
31	35	35464	670	1015	696	0	560	24309	597	699	0	852	547	32451	687	0	704	717	732	36651	0
31	36	66526	644	990	1131	0	842	36642	504	982	0	1140	474	41875	895	0	1204	878	745	64627	0
31	37	59324	674	980	1501	0	728	36488	480	1284	0	1120	483	43472	1413	0	1140	866	827	86819	0
31	38	217072	2100	3160	3279	0	2521	123932	1609	2974	0	3709	1489	141116	2581	0	3742	2751	2336	189206	0
31	39	162458	1854	2667	3483	0	1804	106221	1284	2994	0	2919	1375	119286	3114	0	2887	2547	2097	211830	0
31	40	531210	5608	7570	8167	0	6358	322972	3816	7356	0	8367	3945	341353	5607	0	8976	7160	5759	462470	0
31	41	1140117	15141	18047	20191	0	13834	864979	8889	17223	0	16015	9376	800978	11217	0	18922	18854	12895	1099546	0
32	5	9	1	2	3	0	1	1	1	2	0	1	2	2	3	0	2	1	3	25	0
32	6	16	3	3	2	0	3	6	1	3	0	2	1	9	4	0	2	3	6	32	0
32	7	29	2	5	7	0	2	16	2	1	0	4	2	10	2	0	3	4	15	81	0
32	8	358	23	27	15	0	20	257	14	16	0	20	5	210	23	0	39	46	88	713	0
32	9	577	34	18	44	0	37	404	9	30	0	19	17	248	24	0	42	50	19	1099	0
32	10	453	19	14	33	0	35	264	11	15	0	13	7	194	11	0	24	43	19	646	0
32	11	3	1	1	1	0	1	3	1	2	0	1	1	6	2	0	1	1	1	24	0
32	12	25	1	2	4	0	1	11	1	5	0	4	1	6	6	0	2	1	4	101	0
32	13	7	2	1	4	0	1	12	1	2	0	3	1	10	9	0	3	1	2	74	0
32	14	34	1	4	3	0	2	16	1	1	0	3	1	19	4	0	2	3	4	61	0
32	15	291	6	8	13	0	6	162	10	9	0	14	6	194	37	0	5	7	6	870	0
32	16	685	5	18	37	0	12	450	9	33	0	12	8	419	39	0	6	15	9	1942	0
32	17	363	7	7	22	0	3	200	2	14	0	7	4	151	21	0	9	6	3	1010	0
32	18	1111	23	25	22	0	16	731	13	16	0	38	16	671	22	0	31	31	16	742	0
32	19	1343	18	26	42	0	12	650	10	28	0	32	13	530	28	0	35	30	12	1326	0
32	20	76	2	2	7	0	4	22	4	7	0	10	3	55	15	0	7	4	3	319	0
32	21	490	6	33	10	0	14	243	18	15	0	22	14	519	26	0	10	7	18	493	0
32	22	391	9	19	16	0	9	159	11	23	0	19	5	306	30	0	19	7	11	516	0
32	23	1078	19	28	23	0	18	657	16	40	0	28	14	876	56	0	18	11	21	1421	0
32	24	5032	63	76	116	0	63	2863	40	96	0	97	32	2763	93	0	113	71	60	6017	0
32	25	2327	30	66	92	0	29	1606	34	76	0	52	15	2006	116	0	38	27	41	6710	0
32	26	2810	60	66	27	0	45	1754	27	42	0	77	26	1955	36	0	86	54	42	2026	0
32	27	7648	69	110	142	0	89	4050	70	148	0	150	56	4423	135	0	167	125	86	8728	0
32	28	1265	25	45	42	0	31	772	23	30	0	41	14	1027	59	0	51	22	32	826	0
32	29	6801	75	125	103	0	91	3319	67	97	0	109	56	3925	73	0	153	105	86	4752	0
32	30	13713	159	221	425	0	164	9072	115	358	0	243	101	9511	507	0	246	186	165	26088	0
32	31	15680	157	301	303	0	195	8532	133	258	0	308	154	10412	266	0	322	215	191	14270	0
32	32	13566	152	238	302	0	176	7578	131	233	0	276	109	8954	241	0	288	208	175	14517	0
32	33	23999	304	506	459	0	307	15021	284	370	0	522	244	18256	410	0	473	360	326	24744	0
32	34	37245	388	542	870	0	515	20552	263	763	0	673	262	23263	813	0	704	516	430	47366	0
32	35	36667	654	1060	755	0	575	25506	651	741	0	865	596	34240	762	0	702	770	758	39549	0
32	36	65505	639	932	1179	0	807	36781	501	990	0	1124	475	41092	904	0	1271	895	720	64854	0
32	37	59221	688	948	1427	0	696	37229	548	1259	0	1139	538	42651	1475	0	1133	871	779	87430	0
32	38	220553	2173	3137	3410	0	2599	125822	1677	3146	0	3774	1589	142241	2701	0	3705	2771	2363	198468	0
32	39	156669	1756	2513	3484	0	1811	104070	1318	2933	0	2809	1293	115916	3069	0	2767	2414	2026	206763	0
32	40	534019	5373	7546	8321	0	6152	324569	3766	7252	0	8588	3910	341077	5621	0	9188	7087	5752	466967	0
32	41	1133363	14973	17945	20079	0	13447	861286	8735	17105	0	16239	9596	804423	11225	0	18814	18853	12925	1091119	0
33	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
33	5	7	1	3	1	0	1	1	1	2	0	4	1	6	3	0	2	1	5	34	0
33	6	17	4	3	1	0	1	10	6	2	0	2	2	9	2	0	2	3	9	41	0
33	7	39	4	5	6	0	5	22	3	3	0	7	6	23	5	0	4	3	14	100	0
33	8	438	33	62	30	0	36	297	35	24	0	19	12	238	34	0	45	52	171	771	0
33	9	731	52	44	48	0	52	514	17	46	0	45	16	354	38	0	76	70	49	1302	0
33	10	349	28	31	29	0	20	203	18	12	0	10	12	146	19	0	38	26	35	516	0
33	11	5	1	1	1	0	1	2	1	1	0	1	1	1	3	0	1	2	1	21	0
33	12	33	2	2	4	0	1	8	2	2	0	4	3	9	5	0	2	1	3	160	0
33	13	16	2	2	6	0	1	8	2	2	0	4	1	9	16	0	3	1	1	75	0
33	14	48	4	4	1	0	2	24	2	2	0	2	1	23	6	0	4	3	4	60	0
33	15	301	6	12	15	0	4	167	8	14	0	15	3	212	26	0	12	10	13	918	0
33	16	698	10	31	42	0	14	502	15	31	0	25	9	478	43	0	17	17	20	2186	0
33	17	274	6	6	18	0	10	149	3	11	0	6	2	119	18	0	12	9	6	721	0
33	18	1166	15	33	28	0	24	747	14	15	0	44	19	648	16	0	36	43	22	794	0
33	19	1337	13	33	36	0	24	673	8	38	0	44	9	555	31	0	42	32	17	1468	0
33	20	86	5	6	15	0	3	33	4	7	0	15	2	58	20	0	6	1	1	475	0
33	21	496	10	30	13	0	11	297	11	11	0	26	8	556	27	0	15	11	15	589	0
33	22	395	11	18	22	0	10	180	5	19	0	14	4	375	35	0	18	13	12	610	0
33	23	1088	18	37	34	0	22	684	18	27	0	27	12	914	61	0	20	21	31	1467	0
33	24	5327	62	71	121	0	69	3000	46	98	0	117	45	2872	109	0	124	82	59	6375	0
33	25	2489	23	59	106	0	26	1637	39	99	0	44	12	2095	141	0	39	49	52	7218	0
33	26	2964	43	62	60	0	46	1790	34	50	0	87	31	2093	62	0	76	75	44	2325	0
33	27	7675	71	137	150	0	95	3951	60	128	0	133	51	4444	122	0	153	114	93	8535	0
33	28	1381	33	48	46	0	29	862	24	27	0	50	12	1028	42	0	52	41	31	913	0
33	29	6800	66	116	108	0	97	3370	63	110	0	140	53	4161	98	0	159	97	97	4910	0
33	30	14101	176	203	434	0	165	9377	111	379	0	246	100	9866	487	0	270	235	180	27153	0
33	31	15694	148	288	299	0	210	8749	144	257	0	302	132	10805	286	0	307	222	212	15001	0
33	32	13384	132	215	265	0	178	7200	116	217	0	272	103	8718	202	0	285	179	176	12909	0
33	33	24547	318	469	457	0	339	15213	287	454	0	537	264	18719	474	0	463	388	380	25926	0
33	34	37508	440	580	821	0	495	20294	290	674	0	723	290	23303	786	0	722	546	481	46904	0
33	35	38545	752	1091	828	0	588	27159	722	853	0	934	703	36696	804	0	762	803	816	42367	0
33	36	65627	586	954	1182	0	829	36606	475	1026	0	1176	449	41335	909	0	1241	852	726	64160	0
33	37	59443	736	974	1440	0	675	37858	567	1274	0	1174	512	43296	1451	0	1139	877	821	88446	0
33	38	226616	2181	3161	3548	0	2610	128713	1723	3258	0	3930	1507	144804	2788	0	3967	2869	2490	207987	0
33	39	148220	1679	2503	3271	0	1681	102274	1210	2760	0	2650	1267	111794	2915	0	2631	2375	2015	197656	0
33	40	536096	5461	7616	8291	0	6472	327227	3939	7205	0	8527	3892	345076	5469	0	9271	7347	5870	470920	0
33	41	1127911	15012	17831	19800	0	13541	855242	9062	16975	0	15911	9355	800464	10806	0	18643	18605	13069	1076746	0
34	5	5	1	2	5	0	1	1	2	3	0	1	1	2	3	0	1	2	3	29	0
34	6	20	3	8	3	0	2	11	6	5	0	1	2	17	4	0	1	3	19	50	0
34	7	47	5	12	10	0	6	34	5	4	0	7	4	33	5	0	5	8	11	107	0
34	8	466	34	107	35	0	22	361	53	22	0	17	8	332	33	0	43	49	153	801	0
34	9	1005	45	60	44	0	73	687	50	38	0	41	21	475	127	0	71	65	76	1648	0
34	10	277	11	28	10	0	13	176	8	11	0	13	4	142	25	0	10	19	27	396	0
34	11	5	3	1	2	0	1	2	1	1	0	3	1	3	2	0	2	1	1	13	0
34	12	27	2	1	4	0	2	11	3	1	0	9	1	12	10	0	2	1	3	133	0
34	13	20	2	4	4	0	3	9	1	4	0	2	2	12	12	0	3	1	4	87	0
34	14	53	1	5	4	0	2	26	1	4	0	3	1	23	2	0	3	2	6	92	0
34	15	308	6	14	17	0	3	220	9	15	0	14	6	284	40	0	4	5	13	1080	0
34	16	807	9	20	32	0	12	544	22	27	0	14	9	555	91	0	16	16	30	2247	0
34	17	223	5	4	13	0	4	122	4	9	0	4	3	115	22	0	9	6	2	498	0
34	18	1167	14	42	28	0	18	857	8	17	0	38	17	738	26	0	36	46	34	850	0
34	19	1342	23	23	52	0	18	676	9	29	0	34	12	593	39	0	35	37	26	1473	0
34	20	105	3	3	16	0	5	36	4	7	0	8	2	73	17	0	8	6	1	517	0
34	21	591	12	25	14	0	17	311	19	21	0	20	10	563	32	0	7	10	21	598	0
34	22	387	13	18	30	0	12	199	8	15	0	20	8	375	33	0	16	16	16	611	0
34	23	1080	16	31	36	0	20	751	20	30	0	33	23	924	63	0	24	22	25	1551	0
34	24	5492	66	81	124	0	76	3145	37	106	0	95	36	2803	119	0	116	73	95	6568	0
34	25	2726	34	63	107	0	39	1850	27	104	0	53	21	2230	148	0	44	26	52	7568	0
34	26	2938	47	87	44	0	52	1913	39	51	0	93	34	2142	71	0	84	56	51	2348	0
34	27	7480	77	122	141	0	87	3937	56	157	0	131	62	4563	130	0	140	105	105	8069	0
34	28	1435	29	42	46	0	34	936	13	37	0	56	25	1141	62	0	53	37	30	1045	0
34	29	7074	80	113	131	0	99	3522	57	110	0	161	41	4227	96	0	139	101	86	5484	0
34	30	14786	183	246	449	0	167	9913	128	437	0	296	115	10373	488	0	232	222	176	28699	0
34	31	15998	186	319	321	0	234	8848	165	286	0	359	137	11122	255	0	340	211	261	15491	0
34	32	12681	162	234	259	0	175	6951	135	227	0	235	103	8362	182	0	267	183	163	11583	0
34	33	25318	349	532	466	0	357	15739	322	450	0	539	280	19087	483	0	452	403	351	26936	0
34	34	37435	404	601	843	0	511	20846	273	688	0	729	266	23543	785	0	735	518	454	46571	0
34	35	40788	734	1154	887	0	670	29125	855	872	0	1000	691	38452	878	0	824	899	854	45907	0
34	36	65547	640	970	1123	0	842	35757	509	1033	0	1134	460	40566	854	0	1269	816	746	63020	0
34	37	60714	746	1070	1444	0	775	38702	524	1392	0	1225	585	43940	1425	0	1136	916	784	88698	0
34	38	230059	2188	3217	3599	0	2692	131200	1731	3339	0	3969	1502	147555	2871	0	3967	2986	2410	214712	0
34	39	143099	1732	2483	3145	0	1583	101784	1243	2742	0	2604	1242	111710	2819	0	2610	2376	2053	189696	0
34	40	537391	5486	7539	8171	0	6313	330171	3901	7402	0	8644	3910	346635	5721	0	9286	7290	5836	474888	0
34	41	1120939	14659	17881	19424	0	13738	850073	8848	16564	0	15655	9032	791444	10531	0	18596	18740	12797	1067408	0
35	5	7	1	1	3	0	1	1	1	2	0	1	1	3	5	0	1	1	7	27	0
35	6	22	4	5	4	0	2	18	6	4	0	2	1	12	3	0	4	3	20	47	0
35	7	55	7	7	5	0	6	33	9	4	0	3	2	15	10	0	4	4	17	122	0
35	8	469	32	116	35	0	37	334	62	20	0	34	20	300	32	0	63	67	173	861	0
35	9	984	51	82	90	0	92	655	59	54	0	60	23	468	78	0	105	62	104	1827	0
35	10	157	5	23	15	0	13	89	9	9	0	11	3	60	12	0	21	14	23	228	0
35	11	3	2	2	1	0	1	2	1	1	0	1	1	5	2	0	1	1	1	17	0
35	12	43	2	3	3	0	1	10	1	5	0	1	2	19	5	0	4	2	4	156	0
35	13	28	2	3	8	0	2	15	2	5	0	3	3	18	9	0	3	3	2	100	0
35	14	56	2	6	2	0	5	27	6	5	0	4	1	36	9	0	2	2	3	87	0
35	15	383	9	31	23	0	9	196	15	19	0	22	7	290	30	0	11	8	26	1097	0
35	16	805	12	48	47	0	16	568	29	30	0	25	7	561	35	0	33	24	51	2389	0
35	17	167	2	12	13	0	4	115	4	10	0	5	10	85	14	0	7	6	6	342	0
35	18	1206	16	46	24	0	22	822	18	21	0	42	24	723	26	0	34	51	27	812	0
35	19	1335	12	33	47	0	20	692	10	31	0	31	11	628	24	0	58	51	26	1472	0
35	20	108	3	4	12	0	4	34	4	13	0	9	5	89	25	0	5	3	5	506	0
35	21	610	13	30	17	0	17	312	19	18	0	22	7	633	24	0	14	9	20	647	0
35	22	431	8	26	21	0	16	215	9	24	0	26	5	398	47	0	20	14	17	674	0
35	23	1134	16	40	39	0	30	733	25	35	0	37	21	976	50	0	15	15	23	1688	0
35	24	5326	81	78	135	0	75	3030	44	88	0	114	51	3004	95	0	129	77	70	6545	0
35	25	2980	28	79	119	0	32	1951	45	109	0	48	22	2430	137	0	44	55	42	7893	0
35	26	3156	57	82	74	0	48	1957	46	52	0	82	26	2200	63	0	85	39	57	2595	0
35	27	7310	66	117	147	0	89	3944	65	130	0	138	45	4400	110	0	140	115	101	7483	0
35	28	1493	32	38	40	0	39	884	17	35	0	73	17	1266	55	0	40	33	33	1234	0
35	29	7139	86	130	123	0	84	3543	65	102	0	130	41	4388	77	0	169	103	88	5292	0
35	30	15484	173	258	481	0	179	10473	122	411	0	313	127	10529	559	0	280	226	194	30417	0
35	31	16437	203	309	307	0	226	9042	165	274	0	361	129	11136	275	0	339	238	221	15718	0
35	32	12479	144	230	235	0	195	6659	118	205	0	277	114	8431	187	0	287	205	161	10648	0
35	33	26180	348	551	522	0	364	16430	335	497	0	532	265	20231	484	0	450	405	400	28495	0
35	34	38160	413	566	887	0	506	20781	318	719	0	757	304	23211	774	0	786	557	478	45570	0
35	35	43253	783	1195	1003	0	697	30724	862	939	0	1055	796	40374	952	0	850	858	888	50105	0
35	36	65005	674	991	1153	0	830	35899	573	1028	0	1153	475	40364	876	0	1265	889	743	61781	0
35	37	61787	746	1060	1545	0	710	39608	609	1303	0	1178	558	44711	1518	0	1165	931	889	90084	0
35	38	235301	2290	3373	3619	0	2720	133227	1733	3486	0	3958	1580	148697	2937	0	4077	2931	2562	221991	0
35	39	140505	1703	2483	3099	0	1693	101610	1337	2645	0	2523	1265	110471	2683	0	2568	2348	1984	183850	0
35	40	542020	5473	7772	8419	0	6436	332645	4016	7637	0	8394	3851	348565	5543	0	9392	7263	5898	478703	0
35	41	1110350	14618	17739	19437	0	13566	838782	8726	16924	0	15341	9011	783080	10640	0	18331	18021	12471	1057753	0
36	2	1	1	1	1	7	1	1	1	1	8	1	1	1	1	8	1	1	1	1	11
36	5	6	1	2	1	0	1	2	2	1	0	2	2	6	3	0	1	1	7	31	0
36	6	34	4	9	3	0	2	14	2	1	0	1	2	13	7	0	3	1	7	49	0
36	7	69	10	13	7	0	7	41	6	5	0	3	4	26	7	0	7	7	18	145	0
36	8	435	37	61	25	0	33	339	32	30	0	26	9	248	36	0	58	67	151	802	0
36	9	1014	47	57	63	0	96	744	38	63	0	46	33	439	41	0	74	68	64	1860	0
36	10	56	2	2	10	0	7	31	2	3	0	6	2	27	3	0	10	7	4	102	0
36	11	6	1	2	1	0	2	1	1	2	0	1	1	1	2	0	2	1	1	26	0
36	12	29	2	1	1	0	3	19	3	4	0	5	3	19	8	0	2	1	5	166	0
36	13	19	3	2	8	0	2	21	4	6	0	4	1	20	12	0	2	1	3	131	0
36	14	62	2	6	3	0	3	32	3	4	0	4	1	34	7	0	1	5	8	126	0
36	15	448	5	27	25	0	8	265	13	16	0	20	10	285	49	0	8	8	15	1292	0
36	16	889	15	38	49	0	17	580	17	27	0	19	6	526	39	0	29	23	29	2391	0
36	17	157	4	3	7	0	4	99	4	5	0	11	2	65	7	0	9	2	5	185	0
36	18	1200	22	37	24	0	19	810	15	17	0	33	14	703	23	0	29	31	24	842	0
36	19	1449	13	26	43	0	19	644	19	29	0	35	15	563	17	0	43	32	19	1537	0
36	20	113	5	14	13	0	4	45	8	6	0	11	2	63	27	0	3	6	3	528	0
36	21	663	12	25	20	0	12	345	22	18	0	29	9	670	22	0	16	15	17	679	0
36	22	464	10	21	28	0	4	229	10	21	0	20	8	404	44	0	16	18	13	734	0
36	23	1163	16	38	32	0	21	783	13	42	0	45	14	962	63	0	25	17	27	1691	0
36	24	5553	60	106	114	0	72	3104	46	103	0	105	41	3061	115	0	113	93	52	6725	0
36	25	3090	48	58	101	0	41	2026	34	102	0	59	35	2380	163	0	44	42	48	8095	0
36	26	3164	52	93	85	0	45	2017	41	67	0	110	38	2201	90	0	92	55	50	2636	0
36	27	7110	74	124	140	0	91	3864	70	107	0	142	52	4346	100	0	136	115	71	7338	0
36	28	1651	42	46	54	0	38	1076	27	50	0	64	28	1353	62	0	59	39	35	1369	0
36	29	7213	78	142	142	0	77	3586	61	108	0	145	60	4453	91	0	147	129	93	5675	0
36	30	16069	195	266	511	0	188	10770	125	447	0	327	124	10812	553	0	291	249	198	31033	0
36	31	16644	197	324	344	0	253	9206	162	308	0	360	144	11394	281	0	334	239	214	16112	0
36	32	12452	132	244	222	0	171	6715	110	202	0	260	108	8351	171	0	254	192	196	10033	0
36	33	26961	380	560	537	0	374	17034	362	545	0	569	271	20778	494	0	503	425	420	30398	0
36	34	37939	439	596	842	0	551	20821	291	719	0	745	297	23523	756	0	785	558	478	45020	0
36	35	46478	849	1334	1026	0	828	33153	896	980	0	1048	836	42590	1036	0	869	945	939	54019	0
36	36	63745	689	998	1115	0	833	34873	529	984	0	1159	458	39930	847	0	1183	847	706	59209	0
36	37	62971	757	1091	1492	0	793	40719	628	1344	0	1224	561	45278	1579	0	1150	915	891	91604	0
36	38	239771	2248	3391	3883	0	2891	135636	1741	3515	0	4092	1592	150896	3006	0	4092	2968	2601	226580	0
36	39	139408	1756	2453	2898	0	1721	101370	1309	2647	0	2560	1261	111110	2601	0	2492	2286	2003	179005	0
36	40	544400	5589	7845	8240	0	6252	335808	3940	7445	0	8817	3921	351558	5685	0	9119	7291	5748	481101	0
36	41	1098297	14466	17469	19063	0	13436	830704	8610	16516	0	15422	8698	777182	10637	0	17785	17902	12424	1047669	0
37	2	1	1	1	1	8	1	1	1	1	4	1	1	1	1	5	1	1	1	1	8
37	5	4	2	3	1	0	2	1	1	2	0	2	1	5	6	0	3	2	10	37	0
37	6	25	1	3	3	0	2	12	3	2	0	2	1	16	2	0	3	2	17	75	0
37	7	80	5	7	7	0	6	45	4	5	0	8	3	38	4	0	5	10	20	151	0
37	8	444	27	37	28	0	33	339	20	16	0	16	15	258	27	0	57	55	121	821	0
37	9	1087	49	34	70	0	77	710	19	56	0	42	15	447	57	0	77	82	32	1864	0
37	10	31	4	2	5	0	2	20	1	2	0	3	1	9	2	0	4	3	2	65	0
37	11	2	1	1	2	0	1	2	1	2	0	1	1	2	6	0	1	1	1	22	0
37	12	37	1	2	10	0	5	12	1	5	0	3	2	30	8	0	1	2	3	187	0
37	13	26	1	1	5	0	1	22	1	3	0	2	1	17	10	0	2	1	3	142	0
37	14	73	5	4	5	0	3	43	3	4	0	5	2	38	7	0	4	2	2	132	0
37	15	442	6	9	30	0	9	257	8	16	0	21	14	332	37	0	3	9	13	1385	0
37	16	856	10	25	36	0	19	518	13	28	0	13	6	480	41	0	13	16	12	2312	0
37	17	146	9	2	7	0	3	91	2	5	0	4	3	49	3	0	8	1	1	123	0
37	18	1314	24	39	36	0	20	826	14	20	0	30	24	737	29	0	33	26	19	898	0
37	19	1451	12	14	51	0	40	798	10	35	0	30	14	597	34	0	44	27	21	1548	0
37	20	119	2	6	14	0	6	48	1	16	0	9	3	116	28	0	6	7	7	620	0
37	21	705	13	30	20	0	22	392	32	18	0	37	15	711	26	0	17	17	17	717	0
37	22	504	11	16	30	0	15	247	7	17	0	27	6	414	44	0	36	14	17	823	0
37	23	1208	13	27	44	0	26	725	14	42	0	33	13	939	55	0	22	25	25	1821	0
37	24	5548	65	79	136	0	70	3226	34	113	0	96	39	2956	133	0	107	93	63	7053	0
37	25	2919	28	65	127	0	36	1960	31	101	0	56	22	2346	141	0	62	29	48	8074	0
37	26	3295	58	96	83	0	74	2166	49	78	0	105	41	2396	96	0	97	73	53	2953	0
37	27	7258	76	114	124	0	85	3792	61	121	0	146	50	4262	114	0	157	95	95	7089	0
37	28	1768	34	47	60	0	34	1129	28	42	0	60	25	1426	72	0	51	41	39	1683	0
37	29	7280	91	130	141	0	109	3691	59	125	0	164	56	4495	81	0	184	131	93	5661	0
37	30	16279	193	260	521	0	196	10693	135	492	0	286	119	10981	548	0	286	248	209	32294	0
37	31	17149	182	336	309	0	231	9465	164	316	0	383	146	11609	316	0	376	260	258	16496	0
37	32	12615	154	264	223	0	192	6652	132	196	0	289	121	8644	181	0	293	177	143	9809	0
37	33	28342	358	586	595	0	400	17848	382	514	0	614	310	21479	589	0	536	448	412	32314	0
37	34	38481	451	571	858	0	540	20890	309	719	0	793	322	23199	740	0	829	543	471	44602	0
37	35	49043	857	1362	1094	0	802	34908	979	1146	0	1173	912	44739	1020	0	946	1057	1033	58866	0
37	36	63494	621	941	1096	0	900	34638	477	964	0	1080	460	39383	815	0	1204	842	693	56846	0
37	37	64186	755	1114	1563	0	818	41686	634	1348	0	1243	560	45936	1482	0	1217	962	905	92444	0
37	38	244705	2301	3313	3966	0	2874	137130	1776	3506	0	4133	1629	152169	3105	0	4222	3111	2606	230111	0
37	39	138555	1739	2546	2907	0	1611	101871	1322	2681	0	2649	1269	110928	2570	0	2451	2324	2015	177197	0
37	40	546951	5410	7705	8339	0	6344	338419	4094	7573	0	8789	3950	353547	5675	0	9341	7376	6040	483082	0
37	41	1086857	14001	16999	18737	0	13112	824507	8565	16418	0	15061	8724	769451	10003	0	18008	17598	12302	1033710	0
38	2	1	1	1	1	37	1	1	1	1	18	1	1	1	1	22	1	1	1	1	27
38	5	6	2	2	4	0	1	4	1	2	0	3	1	1	2	0	1	2	11	37	0
38	6	33	4	5	2	0	5	17	4	1	0	3	1	20	6	0	2	4	26	81	0
38	7	104	11	8	9	0	4	60	5	8	0	9	5	46	14	0	10	4	19	183	0
38	8	478	49	59	32	0	31	376	25	18	0	22	12	269	30	0	47	60	130	828	0
38	9	1218	100	63	66	0	85	797	20	39	0	47	16	510	31	0	82	61	54	2068	0
38	10	13	1	2	3	0	1	10	1	2	0	1	1	8	2	0	2	1	2	19	0
38	11	2	1	1	3	0	1	1	1	2	0	1	1	5	4	0	1	1	1	40	0
38	12	47	2	2	7	0	3	14	2	6	0	4	2	15	4	0	1	2	2	221	0
38	13	26	3	1	14	0	3	30	1	11	0	2	1	18	8	0	3	3	2	157	0
38	14	80	3	10	7	0	2	39	2	6	0	3	1	42	8	0	3	3	4	154	0
38	15	499	7	14	27	0	7	287	12	20	0	12	8	372	47	0	12	7	11	1551	0
38	16	756	18	22	36	0	20	475	4	28	0	21	7	467	50	0	12	13	19	2019	0
38	17	181	7	3	6	0	6	105	2	4	0	8	3	56	6	0	7	2	4	124	0
38	18	1253	24	28	23	0	29	869	13	27	0	41	21	711	35	0	43	46	32	898	0
38	19	1507	19	25	47	0	24	752	12	34	0	33	10	654	21	0	42	25	17	1714	0
38	20	152	5	7	18	0	6	69	7	16	0	9	4	121	30	0	5	4	7	726	0
38	21	685	10	24	14	0	16	397	24	18	0	27	13	749	22	0	19	15	19	765	0
38	22	487	15	20	36	0	12	266	14	26	0	19	6	452	40	0	25	9	14	864	0
38	23	1321	21	44	49	0	29	888	34	39	0	48	19	1004	66	0	30	20	28	1993	0
38	24	5751	76	63	120	0	70	3309	40	103	0	110	43	3206	124	0	130	95	63	7372	0
38	25	2854	37	57	122	0	38	1909	32	100	0	58	22	2220	137	0	57	41	38	7827	0
38	26	3505	79	81	80	0	67	2195	61	74	0	119	36	2516	93	0	113	59	67	3111	0
38	27	7353	74	141	137	0	100	3911	60	144	0	147	51	4460	90	0	132	114	86	7497	0
38	28	1933	42	63	65	0	37	1202	19	59	0	62	28	1468	85	0	66	43	44	1858	0
38	29	7736	73	117	142	0	133	3969	72	93	0	168	58	4619	86	0	168	101	103	5856	0
38	30	16321	202	272	554	0	215	11116	142	450	0	315	138	11031	597	0	346	256	203	32282	0
38	31	17479	213	322	357	0	260	9867	164	306	0	380	157	12012	360	0	355	283	258	17222	0
38	32	12802	162	241	221	0	204	6862	138	225	0	322	106	8718	166	0	291	200	169	10232	0
